"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 18:32:31 GMT 2024","Fri Jun 14 18:32:32 GMT 2024","743","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Fri Jun 14 18:32:59 GMT 2024","Fri Jun 14 18:33:00 GMT 2024","695","tests.ui","test_login","","","","test_failed_login",""
"passed","Fri Jun 14 18:32:34 GMT 2024","Fri Jun 14 18:32:34 GMT 2024","56","tests.api","test_get_users","","","","test_successful_get_users",""
"passed","Fri Jun 14 18:32:34 GMT 2024","Fri Jun 14 18:32:34 GMT 2024","11","tests.api","test_get_users","","","","test_failed_get_users_with_bad_token",""
"passed","Fri Jun 14 18:32:32 GMT 2024","Fri Jun 14 18:32:32 GMT 2024","316","tests.api","test_api_login","","","","test_should_return_422_on_wrong_password",""
"passed","Fri Jun 14 18:32:34 GMT 2024","Fri Jun 14 18:32:34 GMT 2024","9","tests.api","test_get_users","","","","test_get_users_no_auth_header",""
"passed","Fri Jun 14 18:32:33 GMT 2024","Fri Jun 14 18:32:33 GMT 2024","13","tests.api","test_api_signup","","","","test_should_return_400_if_password_too_short",""
"passed","Fri Jun 14 18:32:32 GMT 2024","Fri Jun 14 18:32:32 GMT 2024","17","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Fri Jun 14 18:32:51 GMT 2024","Fri Jun 14 18:32:52 GMT 2024","714","tests.ui","test_edit","","","","test_autocomplete",""
"passed","Fri Jun 14 18:32:48 GMT 2024","Fri Jun 14 18:32:49 GMT 2024","1266","tests","test_login","","","","test_successful_login",""
"passed","Fri Jun 14 18:32:33 GMT 2024","Fri Jun 14 18:32:33 GMT 2024","345","tests.api","test_api_signup","","","","test_successful_api_signup",""
"passed","Fri Jun 14 18:32:58 GMT 2024","Fri Jun 14 18:32:59 GMT 2024","709","tests.ui","test_login","","","","test_successful_login",""
"passed","Fri Jun 14 18:32:57 GMT 2024","Fri Jun 14 18:32:57 GMT 2024","48","tests.ui","test_home","","","","test_successful_login",""
"passed","Fri Jun 14 18:32:32 GMT 2024","Fri Jun 14 18:32:33 GMT 2024","306","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
"passed","Fri Jun 14 18:32:33 GMT 2024","Fri Jun 14 18:32:33 GMT 2024","25","tests.api","test_api_signup","","","","test_should_return_400_if_email_invalid",""
"passed","Fri Jun 14 18:33:00 GMT 2024","Fri Jun 14 18:33:01 GMT 2024","867","tests.ui","test_register","","","","test_successful_registration_and_login",""
"passed","Fri Jun 14 18:33:02 GMT 2024","Fri Jun 14 18:33:02 GMT 2024","51","tests.ui","test_register","","","","test_cancel_registration_opens_login_page",""
"passed","Fri Jun 14 18:32:53 GMT 2024","Fri Jun 14 18:32:56 GMT 2024","2503","tests.ui","test_edit","","","","test_edit",""
"passed","Fri Jun 14 18:32:49 GMT 2024","Fri Jun 14 18:32:50 GMT 2024","685","tests","test_login","","","","test_failed_login",""
"passed","Fri Jun 14 18:32:33 GMT 2024","Fri Jun 14 18:32:33 GMT 2024","16","tests.api","test_api_signup","","","","test_should_return_400_if_username_too_short",""
